施設_名称,施設_市区町村コード,住所_都道府県,住所_市区町村（郡）,住所_緯度,住所_経度,連絡先_電話番号,連絡先_FormURL,連絡先_郵便番号,連絡先_住所,緊急避妊に係る診療が可能な産婦人科医療機関等_産科、婦人科又は産婦人科の標榜の有無,緊急避妊に係る診療が可能な産婦人科医療機関等_医療機関における緊急避妊にかかる対面診療への対応可能時間帯,緊急避妊に係る診療が可能な産婦人科医療機関等_常時の緊急避妊薬の在庫の有無,エラー
"医療法人 濵口産婦人科ク
リニック",401064,福岡県,北九州市小倉北区,33.872997,130.860703,093-561-0776,https://www.horita-ladies-clinic.com,803-0841,"福岡県北九州市小倉北区清水2-14-
20",有,"月・火・水・金10:00~18:00
木13:30~18:00
土10:00~15:00",有,
"レディ-スクリニックくわ
のきみこ",401064,福岡県,北九州市小倉北区,33.884071,130.877472,093-533-5855,-,802-0007,"福岡県北九州市小倉北区船場町4-2
7",有,"月・火・水・金9:30~18:00
木9:30~13:00
土9:30~16:30",有,URL(リンク切れ)
伊東レディ-スクリニック,401072,福岡県,北九州市小倉南区,33.855118,130.880081,093-921-1103,https://itp.ne.jp/info/404595048400000899/,802-0802,"福岡県北九州市小倉南区城野4-4-1
6",有,"月・火・木・金8:30~17:30
水・土8:30~12:30",有,URL(リンク切れ)
"医療法人 いのうえレ
ディ-スクリニック",401072,福岡県,北九州市小倉南区,33.842175,130.932266,093-474-1103,-,800-0207,"福岡県北九州市小倉南区沼緑町1-1
9-12",有,"月・火・木・金・土9:00~12:00、14:00~17:
30
水9:00~12:30
(日・祝休み)",有,URL(リンク切れ)
医療法人 熊谷医院,401072,福岡県,北九州市小倉南区,33.841995,130.922989,093-471-7077,http://www.kumagai-obgy-clinic.or.jp/,800-0253,"福岡県北九州市小倉南区葛原本町3-
5-7",有,"月・火・水・金9:00~12:30、14:00~18:30
土9:00~12:30",有,
医療法人 宗産婦人科医院,401072,福岡県,北九州市小倉南区,33.82233,130.941605,093-471-2700,-,800-0222,"福岡県北九州市小倉南区中曽根6-9-
30",有,"平日(月・火・水・金)9:00~12:30、14:00~
18:00
木・土9:00~12:30",有,URL(リンク切れ)
"医療法人 みちおかレ
ディ-スクリニック",401072,福岡県,北九州市小倉南区,33.827003,130.87117,093-963-0317,http://www.michioka-lc.com/,802-0974,"福岡県北九州市小倉南区徳力2-22-
28",有,"月・火・木9:00~12:00、
14:30~17:00
水・土9:00~12:00(午後休診)
金9:00~12:00、14:30~19:00
(日・祝休診)",有,
井上産婦人科クリニック,,,,33.865734,130.768845,093-936215608,-,806-0021.,"福岡県北九州市八幡西区黒崎1-3-
4",有,"月・火・水・金8:30~17:30
木・土8:30~12:30",有,"郵便番号, URL(リンク切れ)"
"医療法人博友会 本田クリ
ニック",401080,福岡県,北九州市八幡東区,33.86565,130.837112,093-651-2274,-,805-0015,"福岡県北九州市八幡東区荒生田3-3-
28",有,24時間365日,有,URL(リンク切れ)
"あきた産科婦人科クリニッ
ク",401099,福岡県,北九州市八幡西区,33.850422,130.722916,093-601-2121,http://www.akita-womens-clinic.com/,807-0831,"福岡県北九州市八幡西区則松7-21-
1",有,"月・火・木・金9:00~12:00、14:00~18:00
水・土9:00~12:00",有,
有吉産婦人科医院,401099,福岡県,北九州市八幡西区,33.854454,130.74881,093-631-5846,http://www.ariyoshi-gym.com/,806-0047,"福岡県北九州市八幡西区鷹の巣2-7-
30",有,"月・火・水・木・金・土9:00~12:00、14:00~
21:00(手術日は休診時間有り)
日・祝・第5月10:00~21:00",有,URL(リンク切れ)
大塚産婦人科クリニック,401099,福岡県,北九州市八幡西区,33.876934,130.715073,093-603-8811,-,807-0803,"福岡県北九州市八幡西区千代ヶ崎2-
2-12",有,24時間,有,URL(リンク切れ)
川越産婦人科クリニック,401099,福岡県,北九州市八幡西区,33.854443,130.761551,093-631-2753,-,806-0055,"福岡県北九州市八幡西区幸神4-2-3
5",有,"月・火・金・土9:00~12:00、14:30~17:00
水9:00~12:00
木休診",有,URL(リンク切れ)
井上産婦人科クリニック,401099,福岡県,北九州市八幡西区,33.865734,130.768845,093-621-5608,-,806-0021,福岡県北九州市八幡西区黒埼1-3-4,有,"平日8:30~17:30
土8:30~12:30",有,URL(リンク切れ)
セントマザ-産婦人科医院,401099,福岡県,北九州市八幡西区,33.866295,130.710327,093-601-2000,https://www.stmother.com/,807-0825,"福岡県北九州市八幡西区折尾4-9-1
2",有,"平日(木除く)9:00~17:00
木9:00~12:00
(時間外も対応可能だが、事前の連絡が必要)",有,
"安藤ゆきこレディ-スクリ
ニック",401056,福岡県,北九州市戸畑区,33.894165,130.844757,093-871-5254,-,804-0013,"福岡県北九州市戸畑区境川2-16-1
0",有,"月・火・水・金9:00~12:00、14:00~17:00
水・土9:00~12:30",有,URL(リンク切れ)
