施設_名称,施設_市区町村コード,住所_都道府県,住所_市区町村（郡）,住所_緯度,住所_経度,連絡先_電話番号,連絡先_FormURL,連絡先_郵便番号,連絡先_住所,緊急避妊に係る診療が可能な産婦人科医療機関等_産科、婦人科又は産婦人科の標榜の有無,緊急避妊に係る診療が可能な産婦人科医療機関等_医療機関における緊急避妊にかかる対面診療への対応可能時間帯,緊急避妊に係る診療が可能な産婦人科医療機関等_常時の緊急避妊薬の在庫の有無,エラー
令和レディースクリニック,112429,埼玉県,日高市,35.876175,139.38829,042-984-0311,https://reiwa-lc.com/,350-1223,埼玉県日高市高富46-7,有,月~土9:00-11:30、14:00-16:30,有,
埼玉医療生活協同組合羽生総合病院,112160,埼玉県,羽生市,36.159573,139.52655,048-562-3000,http://www.fureaihosp.or.jp/hanyuhp/,348-8505,埼玉県羽生市下岩瀬446番地,有,24時間緊急対応可能,有,
医療法人基信会池畑クリニック,112062,埼玉県,行田市,36.144093,139.460693,048-556-2295,無,361-0072,埼玉県行田市宮本16-1,有,月、火、水、金9:00-12:30、16:30-18:30木、土9:00-12:30,有,
スピカレディースクリニック,112100,埼玉県,加須市,36.121265,139.62825,0480-65-7750,http://www.spica-lc.com/,347-0017,埼玉県加須市南篠崎2252,有,月~土9:00-17:00,有,
中村レディスクリニック,112160,埼玉県,羽生市,36.16309,139.534485,048-562-3505,http://www.nakamuraladies.com/,348-0046,埼玉県羽生市中岩瀬612,有,月、火、木、金9:00-12:00、15:00-17:30水、土9:00-12:00,有,
医療法人双鳳会山王クリニック,112461,埼玉県,白岡市,36.025146,139.670761,0480-93-0311,http://www.sannoh.or.jp,349-0214,埼玉県白岡市寺塚123-1,有,月~日9:00-12:00(祝日以外毎日)火金土14:00-17:00,有,
医療法人愛生会内科・婦人科クリニック,112321,埼玉県,久喜市,36.067654,139.672516,0480-21-0721,aiseikai-cl.com,346-0003,埼玉県久喜市久喜中央4丁目3番1号,有,9:00-12:00、15:00-16:30(PMは予約制)水曜PM、日、祝は休診,有,
女性クリニック蓮田,112380,埼玉県,蓮田市,35.981613,139.653625,048-765-3377,https://www.jyosei-clinic.com,349-0111,埼玉県蓮田市東5-2-13 NKBビル4階,有,平日9:30-12:30、14:30-19:00土日9:00-12:30、14:00-16:30,有,
成田レディスクリニック,112380,埼玉県,蓮田市,35.965584,139.653397,048-769-5511,http://www.naritalc.jp,349-0114,埼玉県蓮田市馬込2172-1,有,平日9:00-11:45、14:00-16:30土曜9:00-11:45、13:30-14:30,有,
玉井産婦人科医院,114642,埼玉県,北葛飾郡杉戸町,36.027561,139.733459,0480-33-2464,,345-0025,埼玉県杉戸町清地1-2-30,有,月火木金土9:00-12:00、14:00-17:30水9:00-12:00,有,
医療法人長岡産婦人科医院,114642,埼玉県,北葛飾郡杉戸町,36.030903,139.728912,0480-33-3325,https://www.nagaoka-clinic.com,345-0036,埼玉県杉戸町杉戸2-3-10,有,月火水金土9:00~12:00/14:00~17:30第1・3日曜9:00~12:00第4土曜休診,有,
医療法人熊谷総合病院,112020,埼玉県,熊谷市,36.14838,139.396561,048-521-0065,http://www.kumasou.or.jp/,360-8567,埼玉県熊谷市中西4-5-1,有,婦人科待機医登録日は24時間,有,
藤間病院,112020,埼玉県,熊谷市,36.143852,139.394394,048-522-0600,http://www.ksky.ne.jp/-tomaadmi/,360-0031,埼玉県熊谷市末広2-137,有,原則24時間対応(婦人科医不在時を除く),有,
深谷赤十字病院,112186,埼玉県,深谷市,36.183231,139.294464,048-571-1511,http://www.fukaya.jrc.or.jp/,366-0052,埼玉県深谷市上柴町西5-8-1,有,平日、休日ともに24時間対応,有,
医療法人良仁会桜ケ丘病院,112186,埼玉県,深谷市,36.190956,139.293762,048-571-1171,http://www.sakuragaoka-hospital.jp/,366-0033,埼玉県深谷市国済寺408-5,有,平日9:00-17:30、土曜9:00-11:30,無,
医療法人信猶会菊地病院,112186,埼玉県,深谷市,36.189587,139.278534,048-571-0660,http://www.kikuchi-hosp.or.jp/,366-0801,埼玉県深谷市上野台371,有,平日9時~12時、16時~18時土曜9時~12時,有,
医療法人きずな会さめじまボンディングクリニック,112020,埼玉県,熊谷市,36.118507,139.424973,048-526-1103,http://www.bonding-cl.jp/,360-0025,埼玉県熊谷市太井1681,有,9:00-12:00、15:00-18:00(木曜午後、日曜、祝日を除く),有,
ティアラ21女性クリニック,112020,埼玉県,熊谷市,36.139412,139.392044,048-527-1122,http://www.dr-masami.com,360-0037,埼玉県熊谷市筑波3-202 ティアラ21-501,有,平日、休日 10:00-12:00,有,
平田クリニック,112020,埼玉県,熊谷市,36.162083,139.390579,048-526-1171,http://www.hirata-clinic.com/,360-0015,埼玉県熊谷市肥塚4丁目205,有,平日 9:00-12:30、15:00-18:00土曜 9:00-12:30,有,
医療法人岳洋会 彩花クリニック,112186,埼玉県,深谷市,36.133347,139.220398,048-584-7205,http://www.saika-clinic.com/,369-1246,埼玉県深谷市小前田2533-1,有,平日9:00-12:00、15:00-18:45(新患は18:30まで)土曜9:00-12:00、15:00-16:45(新患は16:30まで),有,
福島医院,112186,埼玉県,深谷市,36.181007,139.277023,048-571-0924,-,366-0801,埼玉県深谷市上野台2778-1,有,平日 9:00-12:00土曜 9:00-12:00,有,
市川医院,114081,埼玉県,大里郡寄居町,36.115154,139.192841,048-581-0535,http://www.ichikawaiin.jp,369-1203,埼玉県寄居町寄居1056,有,"月,火,木,金 9:00~12:00、15:00~18:00水,土 9:00~12:00",有,
医療法人飛翔会 松本産婦人科医院,112119,埼玉県,本庄市,36.239807,139.181671,0495-24-3377,http://matsumotoc.org,367-0054,埼玉県本庄市千代田1-1-26,有,AM 9:00-12:00 PM 3:00-6:00(木・土はAMのみ),有,
昭和産婦人科,112119,埼玉県,本庄市,36.236015,139.183929,0495-22-2025,http://www.myclinic.ne.jp/syouwa/pc/,367-0041,埼玉県本庄市駅南1-5-23,有,平日 8:00-18:00土曜 8:00-17:00,有,
池田レディースクリニック,112119,埼玉県,本庄市,36.240868,139.16684,0495-22-2048,,367-0062,埼玉県本庄市小島南3-1-12,有,平日 8:30-17:30火曜、木曜 8:30-12:00第2土曜 休,有,
